Test Virus,Reference Virus,Titre
A/Panama/2007/1999,A/Panama/2007/1999,5120
A/Wyoming/3/2003,A/Panama/2007/1999,2560
A/Shantou/1219/2004,A/Panama/2007/1999,160
A/California/7/2004,A/Panama/2007/1999,40
A/New York/55/2004,A/Panama/2007/1999,160
A/Annecy/1138/2005,A/Panama/2007/1999,<40
A/Hong Kong/4443/2005,A/Panama/2007/1999,<40
A/Anhui/1238/2005,A/Panama/2007/1999,<40
A/Hiroshima/52/2005,A/Panama/2007/1999,80
A/Wisconsin/67/2005,A/Panama/2007/1999,<40
A/Switzerland/7016/2006,A/Panama/2007/1999,<40
A/Switzerland/7161/2006,A/Panama/2007/1999,<40
A/Bayern/3/2006,A/Panama/2007/1999,<40
A/Berlin/5/2006,A/Panama/2007/1999,<40
A/Bayern/4/2006,A/Panama/2007/1999,<40
A/Baden-Wurttemberg/10/2006,A/Panama/2007/1999,<40
A/Baden-Wurttemberg/12/2006,A/Panama/2007/1999,<40
A/Baden-Wurttemberg/11/2006,A/Panama/2007/1999,<40
A/Berlin/8/2006,A/Panama/2007/1999,<40
A/Rheinland-Pfalz/2/2006,A/Panama/2007/1999,<40
A/Berlin/11/2006,A/Panama/2007/1999,<40
A/Baden-Wurttemberg/14/2006,A/Panama/2007/1999,<40
A/Berlin/12/2006,A/Panama/2007/1999,<40
A/Latvia/3876/2006,A/Panama/2007/1999,<40
A/Latvia/4122/2006,A/Panama/2007/1999,<40
A/Latvia/4898/2006,A/Panama/2007/1999,40
A/Parma/1/2006,A/Panama/2007/1999,<40
A/Parma/2/2006,A/Panama/2007/1999,<40
A/Parma/5/2006,A/Panama/2007/1999,<40
A/Lyon/CHU/13,A/Panama/2007/1999,40
A/Lyon/320/2006,A/Panama/2007/1999,<40
A/Lyon/636/2006,A/Panama/2007/1999,<40
A/Lyon/768/2006,A/Panama/2007/1999,<40
A/Greece/94/2006,A/Panama/2007/1999,<40
A/Panama/2007/1999,A/Wyoming/3/2003,640
A/Wyoming/3/2003,A/Wyoming/3/2003,5120
A/Shantou/1219/2004,A/Wyoming/3/2003,320
A/California/7/2004,A/Wyoming/3/2003,640
A/New York/55/2004,A/Wyoming/3/2003,640
A/Annecy/1138/2005,A/Wyoming/3/2003,160
A/Hong Kong/4443/2005,A/Wyoming/3/2003,80
A/Anhui/1238/2005,A/Wyoming/3/2003,80
A/Hiroshima/52/2005,A/Wyoming/3/2003,160
A/Wisconsin/67/2005,A/Wyoming/3/2003,320
A/Switzerland/7016/2006,A/Wyoming/3/2003,<40
A/Switzerland/7161/2006,A/Wyoming/3/2003,80
A/Bayern/3/2006,A/Wyoming/3/2003,<40
A/Berlin/5/2006,A/Wyoming/3/2003,40
A/Bayern/4/2006,A/Wyoming/3/2003,40
A/Baden-Wurttemberg/10/2006,A/Wyoming/3/2003,<40
A/Baden-Wurttemberg/12/2006,A/Wyoming/3/2003,<40
A/Baden-Wurttemberg/11/2006,A/Wyoming/3/2003,40
A/Berlin/8/2006,A/Wyoming/3/2003,40
A/Rheinland-Pfalz/2/2006,A/Wyoming/3/2003,40
A/Berlin/11/2006,A/Wyoming/3/2003,<40
A/Baden-Wurttemberg/14/2006,A/Wyoming/3/2003,<40
A/Berlin/12/2006,A/Wyoming/3/2003,<40
A/Latvia/3876/2006,A/Wyoming/3/2003,40
A/Latvia/4122/2006,A/Wyoming/3/2003,80
A/Latvia/4898/2006,A/Wyoming/3/2003,80
A/Parma/1/2006,A/Wyoming/3/2003,40
A/Parma/2/2006,A/Wyoming/3/2003,<40
A/Parma/5/2006,A/Wyoming/3/2003,80
A/Lyon/CHU/13,A/Wyoming/3/2003,80
A/Lyon/320/2006,A/Wyoming/3/2003,40
A/Lyon/636/2006,A/Wyoming/3/2003,80
A/Lyon/768/2006,A/Wyoming/3/2003,80
A/Greece/94/2006,A/Wyoming/3/2003,<40
A/Panama/2007/1999,A/Shantou/1219/2004,<40
A/Wyoming/3/2003,A/Shantou/1219/2004,1280
A/Shantou/1219/2004,A/Shantou/1219/2004,1280
A/California/7/2004,A/Shantou/1219/2004,2560
A/New York/55/2004,A/Shantou/1219/2004,1280
A/Annecy/1138/2005,A/Shantou/1219/2004,40
A/Hong Kong/4443/2005,A/Shantou/1219/2004,40
A/Anhui/1238/2005,A/Shantou/1219/2004,640
A/Hiroshima/52/2005,A/Shantou/1219/2004,320
A/Wisconsin/67/2005,A/Shantou/1219/2004,640
A/Switzerland/7016/2006,A/Shantou/1219/2004,<40
A/Switzerland/7161/2006,A/Shantou/1219/2004,<40
A/Bayern/3/2006,A/Shantou/1219/2004,<40
A/Berlin/5/2006,A/Shantou/1219/2004,<40
A/Bayern/4/2006,A/Shantou/1219/2004,<40
A/Baden-Wurttemberg/10/2006,A/Shantou/1219/2004,<40
A/Baden-Wurttemberg/12/2006,A/Shantou/1219/2004,<40
A/Baden-Wurttemberg/11/2006,A/Shantou/1219/2004,<40
A/Berlin/8/2006,A/Shantou/1219/2004,<40
A/Rheinland-Pfalz/2/2006,A/Shantou/1219/2004,<40
A/Berlin/11/2006,A/Shantou/1219/2004,<40
A/Baden-Wurttemberg/14/2006,A/Shantou/1219/2004,<40
A/Berlin/12/2006,A/Shantou/1219/2004,<40
A/Latvia/3876/2006,A/Shantou/1219/2004,<40
A/Latvia/4122/2006,A/Shantou/1219/2004,<40
A/Latvia/4898/2006,A/Shantou/1219/2004,160
A/Parma/1/2006,A/Shantou/1219/2004,<40
A/Parma/2/2006,A/Shantou/1219/2004,<40
A/Parma/5/2006,A/Shantou/1219/2004,40
A/Lyon/CHU/13,A/Shantou/1219/2004,320
A/Lyon/320/2006,A/Shantou/1219/2004,<40
A/Lyon/636/2006,A/Shantou/1219/2004,<40
A/Lyon/768/2006,A/Shantou/1219/2004,<40
A/Greece/94/2006,A/Shantou/1219/2004,<40
A/Panama/2007/1999,A/California/7/2004,<40
A/Wyoming/3/2003,A/California/7/2004,5120
A/Shantou/1219/2004,A/California/7/2004,2560
A/California/7/2004,A/California/7/2004,5120
A/New York/55/2004,A/California/7/2004,5120
A/Annecy/1138/2005,A/California/7/2004,640
A/Hong Kong/4443/2005,A/California/7/2004,640
A/Anhui/1238/2005,A/California/7/2004,640
A/Hiroshima/52/2005,A/California/7/2004,640
A/Wisconsin/67/2005,A/California/7/2004,640
A/Switzerland/7016/2006,A/California/7/2004,160
A/Switzerland/7161/2006,A/California/7/2004,320
A/Bayern/3/2006,A/California/7/2004,160
A/Berlin/5/2006,A/California/7/2004,640
A/Bayern/4/2006,A/California/7/2004,640
A/Baden-Wurttemberg/10/2006,A/California/7/2004,160
A/Baden-Wurttemberg/12/2006,A/California/7/2004,160
A/Baden-Wurttemberg/11/2006,A/California/7/2004,320
A/Berlin/8/2006,A/California/7/2004,640
A/Rheinland-Pfalz/2/2006,A/California/7/2004,160
A/Berlin/11/2006,A/California/7/2004,160
A/Baden-Wurttemberg/14/2006,A/California/7/2004,160
A/Berlin/12/2006,A/California/7/2004,320
A/Latvia/3876/2006,A/California/7/2004,160
A/Latvia/4122/2006,A/California/7/2004,160
A/Latvia/4898/2006,A/California/7/2004,320
A/Parma/1/2006,A/California/7/2004,640
A/Parma/2/2006,A/California/7/2004,320
A/Parma/5/2006,A/California/7/2004,320
A/Lyon/CHU/13,A/California/7/2004,640
A/Lyon/320/2006,A/California/7/2004,80
A/Lyon/636/2006,A/California/7/2004,320
A/Lyon/768/2006,A/California/7/2004,160
A/Greece/94/2006,A/California/7/2004,160
A/Panama/2007/1999,A/New York/55/2004,<40
A/Wyoming/3/2003,A/New York/55/2004,1280
A/Shantou/1219/2004,A/New York/55/2004,1280
A/California/7/2004,A/New York/55/2004,1280
A/New York/55/2004,A/New York/55/2004,5120
A/Annecy/1138/2005,A/New York/55/2004,320
A/Hong Kong/4443/2005,A/New York/55/2004,320
A/Anhui/1238/2005,A/New York/55/2004,320
A/Hiroshima/52/2005,A/New York/55/2004,320
A/Wisconsin/67/2005,A/New York/55/2004,640
A/Switzerland/7016/2006,A/New York/55/2004,80
A/Switzerland/7161/2006,A/New York/55/2004,320
A/Bayern/3/2006,A/New York/55/2004,80
A/Berlin/5/2006,A/New York/55/2004,160
A/Bayern/4/2006,A/New York/55/2004,320
A/Baden-Wurttemberg/10/2006,A/New York/55/2004,80
A/Baden-Wurttemberg/12/2006,A/New York/55/2004,80
A/Baden-Wurttemberg/11/2006,A/New York/55/2004,80
A/Berlin/8/2006,A/New York/55/2004,80
A/Rheinland-Pfalz/2/2006,A/New York/55/2004,80
A/Berlin/11/2006,A/New York/55/2004,80
A/Baden-Wurttemberg/14/2006,A/New York/55/2004,40
A/Berlin/12/2006,A/New York/55/2004,80
A/Latvia/3876/2006,A/New York/55/2004,80
A/Latvia/4122/2006,A/New York/55/2004,80
A/Latvia/4898/2006,A/New York/55/2004,160
A/Parma/1/2006,A/New York/55/2004,160
A/Parma/2/2006,A/New York/55/2004,80
A/Parma/5/2006,A/New York/55/2004,320
A/Lyon/CHU/13,A/New York/55/2004,160
A/Lyon/320/2006,A/New York/55/2004,40
A/Lyon/636/2006,A/New York/55/2004,160
A/Lyon/768/2006,A/New York/55/2004,320
A/Greece/94/2006,A/New York/55/2004,80
A/Panama/2007/1999,A/Annecy/1138/2005,<40
