Test Virus,Reference Virus,Titre
A/Perth/16/2009,A/Perth/16/2009,320
A/Victoria/361/2011,A/Perth/16/2009,160
A/Texas/50/2012,A/Perth/16/2009,640
A/Samara/73/2013,A/Perth/16/2009,320
A/Hong Kong/146/2013,A/Perth/16/2009,640
A/Stockholm/6/2014,A/Perth/16/2009,<40
A/Stockholm/6/2014,A/Perth/16/2009,80
A/Switzerland/9715293/2013,A/Perth/16/2009,<40
A/Switzerland/9715293/2013,A/Perth/16/2009,40
A/Hong Kong/5738/2014,A/Perth/16/2009,40
A/Hong Kong/5738/2014,A/Perth/16/2009,80
A/Dakar/18/2014,A/Perth/16/2009,<40
A/Dakar/19/2014,A/Perth/16/2009,<40
A/Dakar/21/2014,A/Perth/16/2009,<40
A/Dakar/32/2014,A/Perth/16/2009,<40
A/Dakar/22/2014,A/Perth/16/2009,<40
A/Dakar/24/2014,A/Perth/16/2009,<40
A/Dakar/25/2014,A/Perth/16/2009,<40
A/Dakar/26/2014,A/Perth/16/2009,<40
A/Dakar/27/2014,A/Perth/16/2009,<40
A/Paris/1971/2014,A/Perth/16/2009,<40
A/Niedersachsen/8/2014,A/Perth/16/2009,<40
A/Madrid/15042/2014,A/Perth/16/2009,<40
A/Aragón/2103/2014,A/Perth/16/2009,80
A/Astrahkan/26/2014,A/Perth/16/2009,<40
A/Glasgow/400097/2015,A/Perth/16/2009,<40
A/England/20/2015,A/Perth/16/2009,160
A/Castilla La Mancha/13/2015,A/Perth/16/2009,<40
A/Castilla La Mancha/14/2015,A/Perth/16/2009,80
A/Glasgow/401678/2015,A/Perth/16/2009,<40
A/Saarland/2/2015,A/Perth/16/2009,40
A/Nordrhein-Westfalen/12/2015,A/Perth/16/2009,<40
A/Rheinland-Pfalz/2/2015,A/Perth/16/2009,160
A/Thuringen/7/2015,A/Perth/16/2009,<40
A/Berlin/40/2015,A/Perth/16/2009,40
A/Baden-Wurttemberg/9/2015,A/Perth/16/2009,<40
A/Perth/16/2009,A/Victoria/361/2011,80
A/Victoria/361/2011,A/Victoria/361/2011,320
A/Texas/50/2012,A/Victoria/361/2011,1280
A/Samara/73/2013,A/Victoria/361/2011,320
A/Hong Kong/146/2013,A/Victoria/361/2011,640
A/Stockholm/6/2014,A/Victoria/361/2011,80
A/Stockholm/6/2014,A/Victoria/361/2011,320
A/Switzerland/9715293/2013,A/Victoria/361/2011,40
A/Switzerland/9715293/2013,A/Victoria/361/2011,160
A/Hong Kong/5738/2014,A/Victoria/361/2011,80
A/Hong Kong/5738/2014,A/Victoria/361/2011,40
A/Dakar/18/2014,A/Victoria/361/2011,40
A/Dakar/19/2014,A/Victoria/361/2011,40
A/Dakar/21/2014,A/Victoria/361/2011,80
A/Dakar/32/2014,A/Victoria/361/2011,40
A/Dakar/22/2014,A/Victoria/361/2011,40
A/Dakar/24/2014,A/Victoria/361/2011,40
A/Dakar/25/2014,A/Victoria/361/2011,40
A/Dakar/26/2014,A/Victoria/361/2011,40
A/Dakar/27/2014,A/Victoria/361/2011,80
A/Paris/1971/2014,A/Victoria/361/2011,40
A/Niedersachsen/8/2014,A/Victoria/361/2011,80
A/Madrid/15042/2014,A/Victoria/361/2011,80
A/Aragón/2103/2014,A/Victoria/361/2011,160
A/Astrahkan/26/2014,A/Victoria/361/2011,80
A/Glasgow/400097/2015,A/Victoria/361/2011,80
A/England/20/2015,A/Victoria/361/2011,160
A/Castilla La Mancha/13/2015,A/Victoria/361/2011,40
A/Castilla La Mancha/14/2015,A/Victoria/361/2011,160
A/Glasgow/401678/2015,A/Victoria/361/2011,40
A/Saarland/2/2015,A/Victoria/361/2011,160
A/Nordrhein-Westfalen/12/2015,A/Victoria/361/2011,80
A/Rheinland-Pfalz/2/2015,A/Victoria/361/2011,160
A/Thuringen/7/2015,A/Victoria/361/2011,<40
A/Berlin/40/2015,A/Victoria/361/2011,80
A/Baden-Wurttemberg/9/2015,A/Victoria/361/2011,<40
A/Perth/16/2009,A/Texas/50/2012,80
A/Victoria/361/2011,A/Texas/50/2012,320
A/Texas/50/2012,A/Texas/50/2012,2560
A/Samara/73/2013,A/Texas/50/2012,320
A/Hong Kong/146/2013,A/Texas/50/2012,640
A/Stockholm/6/2014,A/Texas/50/2012,40
A/Stockholm/6/2014,A/Texas/50/2012,160
A/Switzerland/9715293/2013,A/Texas/50/2012,80
A/Switzerland/9715293/2013,A/Texas/50/2012,80
A/Hong Kong/5738/2014,A/Texas/50/2012,80
A/Hong Kong/5738/2014,A/Texas/50/2012,80
A/Dakar/18/2014,A/Texas/50/2012,40
A/Dakar/19/2014,A/Texas/50/2012,40
A/Dakar/21/2014,A/Texas/50/2012,80
A/Dakar/32/2014,A/Texas/50/2012,40
A/Dakar/22/2014,A/Texas/50/2012,40
A/Dakar/24/2014,A/Texas/50/2012,40
A/Dakar/25/2014,A/Texas/50/2012,40
A/Dakar/26/2014,A/Texas/50/2012,40
A/Dakar/27/2014,A/Texas/50/2012,80
A/Paris/1971/2014,A/Texas/50/2012,<40
A/Niedersachsen/8/2014,A/Texas/50/2012,40
A/Madrid/15042/2014,A/Texas/50/2012,40
A/Aragón/2103/2014,A/Texas/50/2012,80
A/Astrahkan/26/2014,A/Texas/50/2012,40
A/Glasgow/400097/2015,A/Texas/50/2012,40
A/England/20/2015,A/Texas/50/2012,80
A/Castilla La Mancha/13/2015,A/Texas/50/2012,40
A/Castilla La Mancha/14/2015,A/Texas/50/2012,160
A/Glasgow/401678/2015,A/Texas/50/2012,40
A/Saarland/2/2015,A/Texas/50/2012,80
A/Nordrhein-Westfalen/12/2015,A/Texas/50/2012,<40
A/Rheinland-Pfalz/2/2015,A/Texas/50/2012,160
A/Thuringen/7/2015,A/Texas/50/2012,<40
A/Berlin/40/2015,A/Texas/50/2012,80
A/Baden-Wurttemberg/9/2015,A/Texas/50/2012,40
A/Perth/16/2009,A/Samara/73/2013,80
A/Victoria/361/2011,A/Samara/73/2013,640
A/Texas/50/2012,A/Samara/73/2013,1280
A/Samara/73/2013,A/Samara/73/2013,1280
A/Hong Kong/146/2013,A/Samara/73/2013,1280
A/Stockholm/6/2014,A/Samara/73/2013,320
A/Stockholm/6/2014,A/Samara/73/2013,160
A/Switzerland/9715293/2013,A/Samara/73/2013,320
A/Switzerland/9715293/2013,A/Samara/73/2013,160
A/Hong Kong/5738/2014,A/Samara/73/2013,320
A/Hong Kong/5738/2014,A/Samara/73/2013,320
A/Dakar/18/2014,A/Samara/73/2013,160
A/Dakar/19/2014,A/Samara/73/2013,160
A/Dakar/21/2014,A/Samara/73/2013,160
A/Dakar/32/2014,A/Samara/73/2013,160
A/Dakar/22/2014,A/Samara/73/2013,160
A/Dakar/24/2014,A/Samara/73/2013,160
A/Dakar/25/2014,A/Samara/73/2013,160
A/Dakar/26/2014,A/Samara/73/2013,80
A/Dakar/27/2014,A/Samara/73/2013,160
A/Paris/1971/2014,A/Samara/73/2013,80
A/Niedersachsen/8/2014,A/Samara/73/2013,160
A/Madrid/15042/2014,A/Samara/73/2013,160
A/Aragón/2103/2014,A/Samara/73/2013,320
A/Astrahkan/26/2014,A/Samara/73/2013,40
A/Glasgow/400097/2015,A/Samara/73/2013,160
A/England/20/2015,A/Samara/73/2013,320
A/Castilla La Mancha/13/2015,A/Samara/73/2013,160
A/Castilla La Mancha/14/2015,A/Samara/73/2013,320
A/Glasgow/401678/2015,A/Samara/73/2013,80
A/Saarland/2/2015,A/Samara/73/2013,320
A/Nordrhein-Westfalen/12/2015,A/Samara/73/2013,80
A/Rheinland-Pfalz/2/2015,A/Samara/73/2013,640
A/Thuringen/7/2015,A/Samara/73/2013,80
A/Berlin/40/2015,A/Samara/73/2013,160
A/Baden-Wurttemberg/9/2015,A/Samara/73/2013,80
A/Perth/16/2009,A/Hong Kong/146/2013,160
A/Victoria/361/2011,A/Hong Kong/146/2013,320
A/Texas/50/2012,A/Hong Kong/146/2013,640
A/Samara/73/2013,A/Hong Kong/146/2013,1280
A/Hong Kong/146/2013,A/Hong Kong/146/2013,1280
A/Stockholm/6/2014,A/Hong Kong/146/2013,160
A/Stockholm/6/2014,A/Hong Kong/146/2013,320
A/Switzerland/9715293/2013,A/Hong Kong/146/2013,160
A/Switzerland/9715293/2013,A/Hong Kong/146/2013,320
A/Hong Kong/5738/2014,A/Hong Kong/146/2013,160
A/Hong Kong/5738/2014,A/Hong Kong/146/2013,160
A/Dakar/18/2014,A/Hong Kong/146/2013,80
A/Dakar/19/2014,A/Hong Kong/146/2013,80
A/Dakar/21/2014,A/Hong Kong/146/2013,160
A/Dakar/32/2014,A/Hong Kong/146/2013,80
A/Dakar/22/2014,A/Hong Kong/146/2013,80
A/Dakar/24/2014,A/Hong Kong/146/2013,160
A/Dakar/25/2014,A/Hong Kong/146/2013,80
A/Dakar/26/2014,A/Hong Kong/146/2013,80
A/Dakar/27/2014,A/Hong Kong/146/2013,160
A/Paris/1971/2014,A/Hong Kong/146/2013,40
