Test Virus,Reference Virus,Titre
A/Panama/2007/1999,A/Panama/2007/1999,2560
A/Wyoming/3/2003,A/Panama/2007/1999,1280
A/Wellington/1/2004,A/Panama/2007/1999,320
A/Shantou/1219/2004,A/Panama/2007/1999,160
A/Finland/486/05,A/Panama/2007/1999,160
A/California/7/2004,A/Panama/2007/1999,160
A/Singapore/37/2004,A/Panama/2007/1999,160
A/New York/55/05,A/Panama/2007/1999,160
A/Iran/294/2005,A/Panama/2007/1999,40
A/Agadir/422/2005,A/Panama/2007/1999,160
A/Slovenia/146/2005,A/Panama/2007/1999,40
A/Bratislava/84/2005,A/Panama/2007/1999,320
A/Israel/64/2005,A/Panama/2007/1999,80
A/Paris/1734/2005,A/Panama/2007/1999,160
A/Parma/84/2005,A/Panama/2007/1999,80
A/Rome/2/2005,A/Panama/2007/1999,40
A/Trieste/31/2005,A/Panama/2007/1999,80
A/Hong Kong/91/2005,A/Panama/2007/1999,160
A/Austria/207265/2005,A/Panama/2007/1999,80
A/Poland/WAW/17,A/Panama/2007/1999,40
A/Salamanca/26/2005,A/Panama/2007/1999,160
A/San Sebastian/RR1823/2005,A/Panama/2007/1999,80
A/Prague/34/05,A/Panama/2007/1999,80
A/Lisbon/87/2005,A/Panama/2007/1999,80
A/Denmark/55/2005,A/Panama/2007/1999,160
A/Algeria/G04/2005,A/Panama/2007/1999,80
A/Belgium/739/2005,A/Panama/2007/1999,80
A/Saudi Arabia/384/2005,A/Panama/2007/1999,80
A/Finland/603/2005,A/Panama/2007/1999,160
A/Geneva/8379/2005,A/Panama/2007/1999,80
A/Norway/855/2005,A/Panama/2007/1999,160
A/Latvia/3010/2005,A/Panama/2007/1999,80
A/Lyon/CHU/1105,A/Panama/2007/1999,80
A/Berlin/94/05,A/Panama/2007/1999,160
A/Romania/810/2005,A/Panama/2007/1999,80
A/Iceland/111/2005,A/Panama/2007/1999,80
A/Slovakia/44/2005,A/Panama/2007/1999,40
A/Stockholm/19/2005,A/Panama/2007/1999,80
A/St Petersburg/8/2005,A/Panama/2007/1999,40
A/Hong Kong/2782/2005,A/Panama/2007/1999,<40
