Test Virus,Reference Virus,Titre
A/Texas/50/2012,A/Texas/50/2012,5120
A/Samara/73/2013,A/Texas/50/2012,2560
A/Stockholm/6/2014,A/Texas/50/2012,160
A/Stockholm/6/2014,A/Texas/50/2012,640
A/Switzerland/9715293/2013,A/Texas/50/2012,80
A/Switzerland/9715293/2013,A/Texas/50/2012,640
A/Netherlands/525/2014,A/Texas/50/2012,640
A/Hong Kong/146/2013,A/Texas/50/2012,2560
A/Hong Kong/5738/2014,A/Texas/50/2012,80
A/Hong Kong/4801/2014,A/Texas/50/2012,80
A/Hong Kong/4801/2014,A/Texas/50/2012,80
A/Georgia/532/2015,A/Texas/50/2012,160
A/Antsirabe/3857/2015,A/Texas/50/2012,80
A/Ghana/ARI-15-0132/2015,A/Texas/50/2012,80
A/Oman/4681/2015,A/Texas/50/2012,80
A/Istanbul/188/2015,A/Texas/50/2012,160
A/Turkey/TR-20/2016,A/Texas/50/2012,160
A/Turkey/TR-11/2016,A/Texas/50/2012,80
A/Turkey/TR-17/2016,A/Texas/50/2012,160
A/Texas/50/2012,A/Samara/73/2013,640
A/Samara/73/2013,A/Samara/73/2013,1280
A/Stockholm/6/2014,A/Samara/73/2013,80
A/Stockholm/6/2014,A/Samara/73/2013,160
A/Switzerland/9715293/2013,A/Samara/73/2013,40
A/Switzerland/9715293/2013,A/Samara/73/2013,160
A/Netherlands/525/2014,A/Samara/73/2013,160
A/Hong Kong/146/2013,A/Samara/73/2013,640
A/Hong Kong/5738/2014,A/Samara/73/2013,<40
A/Hong Kong/4801/2014,A/Samara/73/2013,40
A/Hong Kong/4801/2014,A/Samara/73/2013,80
A/Georgia/532/2015,A/Samara/73/2013,40
A/Antsirabe/3857/2015,A/Samara/73/2013,40
A/Ghana/ARI-15-0132/2015,A/Samara/73/2013,40
A/Oman/4681/2015,A/Samara/73/2013,40
A/Istanbul/188/2015,A/Samara/73/2013,80
A/Turkey/TR-20/2016,A/Samara/73/2013,40
A/Turkey/TR-11/2016,A/Samara/73/2013,40
A/Turkey/TR-17/2016,A/Samara/73/2013,80
A/Texas/50/2012,A/Stockholm/6/2014,160
A/Samara/73/2013,A/Stockholm/6/2014,640
A/Stockholm/6/2014,A/Stockholm/6/2014,640
A/Stockholm/6/2014,A/Stockholm/6/2014,160
A/Switzerland/9715293/2013,A/Stockholm/6/2014,320
A/Switzerland/9715293/2013,A/Stockholm/6/2014,160
A/Netherlands/525/2014,A/Stockholm/6/2014,320
A/Hong Kong/146/2013,A/Stockholm/6/2014,80
A/Hong Kong/5738/2014,A/Stockholm/6/2014,160
A/Hong Kong/4801/2014,A/Stockholm/6/2014,160
A/Hong Kong/4801/2014,A/Stockholm/6/2014,160
A/Georgia/532/2015,A/Stockholm/6/2014,160
A/Antsirabe/3857/2015,A/Stockholm/6/2014,160
A/Ghana/ARI-15-0132/2015,A/Stockholm/6/2014,80
A/Oman/4681/2015,A/Stockholm/6/2014,80
A/Istanbul/188/2015,A/Stockholm/6/2014,320
A/Turkey/TR-20/2016,A/Stockholm/6/2014,320
A/Turkey/TR-11/2016,A/Stockholm/6/2014,160
A/Turkey/TR-17/2016,A/Stockholm/6/2014,320
A/Texas/50/2012,A/Stockholm/6/2014,640
A/Samara/73/2013,A/Stockholm/6/2014,640
A/Stockholm/6/2014,A/Stockholm/6/2014,320
A/Stockholm/6/2014,A/Stockholm/6/2014,320
A/Switzerland/9715293/2013,A/Stockholm/6/2014,160
A/Switzerland/9715293/2013,A/Stockholm/6/2014,320
A/Netherlands/525/2014,A/Stockholm/6/2014,160
A/Hong Kong/146/2013,A/Stockholm/6/2014,640
A/Hong Kong/5738/2014,A/Stockholm/6/2014,80
A/Hong Kong/4801/2014,A/Stockholm/6/2014,160
A/Hong Kong/4801/2014,A/Stockholm/6/2014,80
A/Georgia/532/2015,A/Stockholm/6/2014,160
A/Antsirabe/3857/2015,A/Stockholm/6/2014,320
A/Ghana/ARI-15-0132/2015,A/Stockholm/6/2014,160
A/Oman/4681/2015,A/Stockholm/6/2014,160
A/Istanbul/188/2015,A/Stockholm/6/2014,640
A/Turkey/TR-20/2016,A/Stockholm/6/2014,640
A/Turkey/TR-11/2016,A/Stockholm/6/2014,320
A/Turkey/TR-17/2016,A/Stockholm/6/2014,640
A/Texas/50/2012,A/Switzerland/9715293/2013,40
A/Samara/73/2013,A/Switzerland/9715293/2013,160
A/Stockholm/6/2014,A/Switzerland/9715293/2013,320
A/Stockholm/6/2014,A/Switzerland/9715293/2013,80
A/Switzerland/9715293/2013,A/Switzerland/9715293/2013,80
A/Switzerland/9715293/2013,A/Switzerland/9715293/2013,80
A/Netherlands/525/2014,A/Switzerland/9715293/2013,80
A/Hong Kong/146/2013,A/Switzerland/9715293/2013,40
A/Hong Kong/5738/2014,A/Switzerland/9715293/2013,40
A/Hong Kong/4801/2014,A/Switzerland/9715293/2013,80
A/Hong Kong/4801/2014,A/Switzerland/9715293/2013,80
A/Georgia/532/2015,A/Switzerland/9715293/2013,80
A/Antsirabe/3857/2015,A/Switzerland/9715293/2013,80
A/Ghana/ARI-15-0132/2015,A/Switzerland/9715293/2013,40
A/Oman/4681/2015,A/Switzerland/9715293/2013,80
A/Istanbul/188/2015,A/Switzerland/9715293/2013,160
A/Turkey/TR-20/2016,A/Switzerland/9715293/2013,80
A/Turkey/TR-11/2016,A/Switzerland/9715293/2013,80
A/Turkey/TR-17/2016,A/Switzerland/9715293/2013,160
A/Texas/50/2012,A/Switzerland/9715293/2013,640
A/Samara/73/2013,A/Switzerland/9715293/2013,640
A/Stockholm/6/2014,A/Switzerland/9715293/2013,160
A/Stockholm/6/2014,A/Switzerland/9715293/2013,640
A/Switzerland/9715293/2013,A/Switzerland/9715293/2013,80
A/Switzerland/9715293/2013,A/Switzerland/9715293/2013,640
A/Netherlands/525/2014,A/Switzerland/9715293/2013,160
A/Hong Kong/146/2013,A/Switzerland/9715293/2013,640
A/Hong Kong/5738/2014,A/Switzerland/9715293/2013,40
A/Hong Kong/4801/2014,A/Switzerland/9715293/2013,40
A/Hong Kong/4801/2014,A/Switzerland/9715293/2013,40
A/Georgia/532/2015,A/Switzerland/9715293/2013,80
A/Antsirabe/3857/2015,A/Switzerland/9715293/2013,80
A/Ghana/ARI-15-0132/2015,A/Switzerland/9715293/2013,40
A/Oman/4681/2015,A/Switzerland/9715293/2013,40
A/Istanbul/188/2015,A/Switzerland/9715293/2013,80
A/Turkey/TR-20/2016,A/Switzerland/9715293/2013,80
A/Turkey/TR-11/2016,A/Switzerland/9715293/2013,80
A/Turkey/TR-17/2016,A/Switzerland/9715293/2013,160
A/Texas/50/2012,A/Netherlands/525/2014,320
A/Samara/73/2013,A/Netherlands/525/2014,640
A/Stockholm/6/2014,A/Netherlands/525/2014,80
A/Stockholm/6/2014,A/Netherlands/525/2014,80
A/Switzerland/9715293/2013,A/Netherlands/525/2014,40
A/Switzerland/9715293/2013,A/Netherlands/525/2014,80
A/Netherlands/525/2014,A/Netherlands/525/2014,640
A/Hong Kong/146/2013,A/Netherlands/525/2014,320
A/Hong Kong/5738/2014,A/Netherlands/525/2014,<40
A/Hong Kong/4801/2014,A/Netherlands/525/2014,40
A/Hong Kong/4801/2014,A/Netherlands/525/2014,80
A/Georgia/532/2015,A/Netherlands/525/2014,<40
A/Antsirabe/3857/2015,A/Netherlands/525/2014,40
A/Ghana/ARI-15-0132/2015,A/Netherlands/525/2014,<40
A/Oman/4681/2015,A/Netherlands/525/2014,<40
A/Istanbul/188/2015,A/Netherlands/525/2014,40
A/Turkey/TR-20/2016,A/Netherlands/525/2014,40
A/Turkey/TR-11/2016,A/Netherlands/525/2014,40
A/Turkey/TR-17/2016,A/Netherlands/525/2014,80
A/Texas/50/2012,A/Hong Kong/146/2013,320
A/Samara/73/2013,A/Hong Kong/146/2013,640
A/Stockholm/6/2014,A/Hong Kong/146/2013,160
A/Stockholm/6/2014,A/Hong Kong/146/2013,80
A/Switzerland/9715293/2013,A/Hong Kong/146/2013,40
A/Switzerland/9715293/2013,A/Hong Kong/146/2013,80
A/Netherlands/525/2014,A/Hong Kong/146/2013,160
A/Hong Kong/146/2013,A/Hong Kong/146/2013,640
A/Hong Kong/5738/2014,A/Hong Kong/146/2013,40
A/Hong Kong/4801/2014,A/Hong Kong/146/2013,80
A/Hong Kong/4801/2014,A/Hong Kong/146/2013,40
A/Georgia/532/2015,A/Hong Kong/146/2013,80
A/Antsirabe/3857/2015,A/Hong Kong/146/2013,40
A/Ghana/ARI-15-0132/2015,A/Hong Kong/146/2013,40
A/Oman/4681/2015,A/Hong Kong/146/2013,40
A/Istanbul/188/2015,A/Hong Kong/146/2013,80
A/Turkey/TR-20/2016,A/Hong Kong/146/2013,80
A/Turkey/TR-11/2016,A/Hong Kong/146/2013,40
A/Turkey/TR-17/2016,A/Hong Kong/146/2013,160
A/Texas/50/2012,A/Hong Kong/5738/2014,160
A/Samara/73/2013,A/Hong Kong/5738/2014,640
A/Stockholm/6/2014,A/Hong Kong/5738/2014,160
A/Stockholm/6/2014,A/Hong Kong/5738/2014,160
A/Switzerland/9715293/2013,A/Hong Kong/5738/2014,80
A/Switzerland/9715293/2013,A/Hong Kong/5738/2014,320
A/Netherlands/525/2014,A/Hong Kong/5738/2014,80
A/Hong Kong/146/2013,A/Hong Kong/5738/2014,320
A/Hong Kong/5738/2014,A/Hong Kong/5738/2014,80
A/Hong Kong/4801/2014,A/Hong Kong/5738/2014,160
A/Hong Kong/4801/2014,A/Hong Kong/5738/2014,320
A/Georgia/532/2015,A/Hong Kong/5738/2014,160
A/Antsirabe/3857/2015,A/Hong Kong/5738/2014,80
A/Ghana/ARI-15-0132/2015,A/Hong Kong/5738/2014,80
A/Oman/4681/2015,A/Hong Kong/5738/2014,80
A/Istanbul/188/2015,A/Hong Kong/5738/2014,160
A/Turkey/TR-20/2016,A/Hong Kong/5738/2014,160
A/Turkey/TR-11/2016,A/Hong Kong/5738/2014,80
A/Turkey/TR-17/2016,A/Hong Kong/5738/2014,320
A/Texas/50/2012,A/Hong Kong/4801/2014,320
A/Samara/73/2013,A/Hong Kong/4801/2014,1280
A/Stockholm/6/2014,A/Hong Kong/4801/2014,320
A/Stockholm/6/2014,A/Hong Kong/4801/2014,320
A/Switzerland/9715293/2013,A/Hong Kong/4801/2014,80
A/Switzerland/9715293/2013,A/Hong Kong/4801/2014,320
A/Netherlands/525/2014,A/Hong Kong/4801/2014,160
A/Hong Kong/146/2013,A/Hong Kong/4801/2014,640
A/Hong Kong/5738/2014,A/Hong Kong/4801/2014,160
A/Hong Kong/4801/2014,A/Hong Kong/4801/2014,320
A/Hong Kong/4801/2014,A/Hong Kong/4801/2014,640
A/Georgia/532/2015,A/Hong Kong/4801/2014,320
A/Antsirabe/3857/2015,A/Hong Kong/4801/2014,80
A/Ghana/ARI-15-0132/2015,A/Hong Kong/4801/2014,160
A/Oman/4681/2015,A/Hong Kong/4801/2014,160
A/Istanbul/188/2015,A/Hong Kong/4801/2014,160
A/Turkey/TR-20/2016,A/Hong Kong/4801/2014,160
A/Turkey/TR-11/2016,A/Hong Kong/4801/2014,80
A/Turkey/TR-17/2016,A/Hong Kong/4801/2014,320
A/Texas/50/2012,A/Hong Kong/4801/2014,80
A/Samara/73/2013,A/Hong Kong/4801/2014,320
A/Stockholm/6/2014,A/Hong Kong/4801/2014,160
A/Stockholm/6/2014,A/Hong Kong/4801/2014,80
A/Switzerland/9715293/2013,A/Hong Kong/4801/2014,80
A/Switzerland/9715293/2013,A/Hong Kong/4801/2014,80
A/Netherlands/525/2014,A/Hong Kong/4801/2014,80
A/Hong Kong/146/2013,A/Hong Kong/4801/2014,160
A/Hong Kong/5738/2014,A/Hong Kong/4801/2014,80
A/Hong Kong/4801/2014,A/Hong Kong/4801/2014,160
A/Hong Kong/4801/2014,A/Hong Kong/4801/2014,320
A/Georgia/532/2015,A/Hong Kong/4801/2014,160
A/Antsirabe/3857/2015,A/Hong Kong/4801/2014,80
A/Ghana/ARI-15-0132/2015,A/Hong Kong/4801/2014,80
A/Oman/4681/2015,A/Hong Kong/4801/2014,80
A/Istanbul/188/2015,A/Hong Kong/4801/2014,160
A/Turkey/TR-20/2016,A/Hong Kong/4801/2014,160
A/Turkey/TR-11/2016,A/Hong Kong/4801/2014,80
A/Turkey/TR-17/2016,A/Hong Kong/4801/2014,160
A/Texas/50/2012,A/Georgia/532/2015,160
A/Samara/73/2013,A/Georgia/532/2015,640
