Test Virus,Reference Virus,Titre
A/Denmark/3264/2019,A/Denmark/3264/2019,320
A/Hong Kong/2671/2019,A/Denmark/3264/2019,320
A/Cambodia/925256/2020,A/Denmark/3264/2019,160
A/Cambodia/e0826360/2020,A/Denmark/3264/2019,80
A/Bangladesh/4005/2020,A/Denmark/3264/2019,160
A/Stockholm/5/2021,A/Denmark/3264/2019,80
A/Darwin/9/2021,A/Denmark/3264/2019,160
A/Kansas/14/2017,A/Denmark/3264/2019,80
A/Wisconsin/02/2021,A/Denmark/3264/2019,160
A/Delaware/01/2021,A/Denmark/3264/2019,80
A/Nepal/21FL2608/2021,A/Denmark/3264/2019,40
A/Nepal/21FL2699/2021,A/Denmark/3264/2019,80
A/Alaska/01/2021,A/Denmark/3264/2019,40
A/Belgium/H0007/2021,A/Denmark/3264/2019,80
A/Belgium/H0006/2021,A/Denmark/3264/2019,40
A/Yaroslavl/6/2021,A/Denmark/3264/2019,320
A/Vladivostok/1/2021,A/Denmark/3264/2019,160
A/Vladimir/9/2021,A/Denmark/3264/2019,160
A/Vladivostok/2/2021,A/Denmark/3264/2019,320
A/Yaroslavl/24/2021,A/Denmark/3264/2019,80
A/Yaroslavl/19/2021,A/Denmark/3264/2019,160
A/Uglich/22/2021,A/Denmark/3264/2019,160
A/Belgium/H0010/2021,A/Denmark/3264/2019,80
A/Vladivostok/11/2021,A/Denmark/3264/2019,160
A/Yaroslavl/32/2021,A/Denmark/3264/2019,160
A/Belgium/G0127/2021,A/Denmark/3264/2019,40
A/Vladivostok/12/2021,A/Denmark/3264/2019,160
A/Velikiy Novgorod/46/2021,A/Denmark/3264/2019,160
A/Orenburg/44/2021,A/Denmark/3264/2019,160
A/Vladivostok/14/2021,A/Denmark/3264/2019,160
A/Vladimir/40/2021,A/Denmark/3264/2019,160
A/Orenburg/41/2021,A/Denmark/3264/2019,160
A/Moscow/38/2021,A/Denmark/3264/2019,160
A/Orenburg/45/2021,A/Denmark/3264/2019,160
A/Moscow/43/2021,A/Denmark/3264/2019,160
A/Velikiy Novgorod/49/2021,A/Denmark/3264/2019,160
A/Mahajanga/13255/2021,A/Denmark/3264/2019,320
A/Spain/89/2021,A/Denmark/3264/2019,80
A/Spain/87/2021,A/Denmark/3264/2019,40
A/Spain/84/2021,A/Denmark/3264/2019,40
A/Spain/83/2021,A/Denmark/3264/2019,40
A/Spain/82/2021,A/Denmark/3264/2019,<40
A/Spain/81/2021,A/Denmark/3264/2019,<40
A/Lebanon/8515/2021,A/Denmark/3264/2019,80
A/Lebanon/8510/2021,A/Denmark/3264/2019,80
A/Lebanon/8505/2021,A/Denmark/3264/2019,80
A/Lebanon/8500/2021,A/Denmark/3264/2019,80
A/Lebanon/8497/2021,A/Denmark/3264/2019,80
A/Estonia/168139/2022,A/Denmark/3264/2019,160
A/Estonia/168142/2022,A/Denmark/3264/2019,80
A/Estonia/168141/2022,A/Denmark/3264/2019,80
