Test Virus,Reference Virus,Titre
A/Perth/16/2009,A/Perth/16/2009,1280
A/Stockholm/18/2011,A/Perth/16/2009,80
A/Iowa/19/2010,A/Perth/16/2009,320
A/Victoria/361/2011,A/Perth/16/2009,80
A/Athens/112/2012,A/Perth/16/2009,80
A/Texas/50/2012,A/Perth/16/2009,640
A/Samara/73/2013,A/Perth/16/2009,160
A/Serbia/NS-210/2013,A/Perth/16/2009,640
A/Hong Kong/146/2013,A/Perth/16/2009,640
A/Almaty/2958/2013,A/Perth/16/2009,640
A/Tokyo/31512/2013,A/Perth/16/2009,<40
A/Fujian-Yanping/2707/2013,A/Perth/16/2009,40
A/Jiangxi-Xunyang/1790/2013,A/Perth/16/2009,<40
A/Chongqing-Yuzhong/11653/2013,A/Perth/16/2009,40
A/Ankara/3804/2013,A/Perth/16/2009,80
A/Ankara/3851/2013,A/Perth/16/2009,40
A/Malatya/3854/2013,A/Perth/16/2009,80
A/Samsun/3860/2013,A/Perth/16/2009,40
A/Malatya/3872/2013,A/Perth/16/2009,<40
A/Ankara/3879/2013,A/Perth/16/2009,<40
A/Trabzon/3892/2013,A/Perth/16/2009,40
A/Ankara/1324/2013,A/Perth/16/2009,40
A/Pais Vasco/131532/2013,A/Perth/16/2009,40
A/Malatya/3946/2013,A/Perth/16/2009,80
A/Erzurum/4024/2014,A/Perth/16/2009,<40
A/Ankara/4084/2013,A/Perth/16/2009,<40
A/Diyarbakır/4107/2013,A/Perth/16/2009,80
A/Diyarbakır/4109/2013,A/Perth/16/2009,<40
A/Malatya/4118/2013,A/Perth/16/2009,<40
A/Ankara/4142/2013,A/Perth/16/2009,40
A/Yalova/4145/2013,A/Perth/16/2009,<40
A/Samsun/4151/2013,A/Perth/16/2009,<40
A/Malatya/4163/2013,A/Perth/16/2009,40
A/Adana/4168/2013,A/Perth/16/2009,40
A/Samsun/4191/2013,A/Perth/16/2009,<40
A/Adana/4211/2013,A/Perth/16/2009,40
A/Diyarbakır/4212/2013,A/Perth/16/2009,<40
A/Malatya/24/2014,A/Perth/16/2009,80
A/Samsun/17/2014,A/Perth/16/2009,<40
A/Samsun/35/2014,A/Perth/16/2009,80
A/Trabzon/33/2014,A/Perth/16/2009,80
A/Perth/16/2009,A/Stockholm/18/2011,160
A/Stockholm/18/2011,A/Stockholm/18/2011,320
A/Iowa/19/2010,A/Stockholm/18/2011,1280
A/Victoria/361/2011,A/Stockholm/18/2011,160
A/Athens/112/2012,A/Stockholm/18/2011,320
A/Texas/50/2012,A/Stockholm/18/2011,1280
A/Samara/73/2013,A/Stockholm/18/2011,640
A/Serbia/NS-210/2013,A/Stockholm/18/2011,1280
A/Hong Kong/146/2013,A/Stockholm/18/2011,2560
A/Almaty/2958/2013,A/Stockholm/18/2011,2560
A/Tokyo/31512/2013,A/Stockholm/18/2011,160
A/Fujian-Yanping/2707/2013,A/Stockholm/18/2011,160
A/Jiangxi-Xunyang/1790/2013,A/Stockholm/18/2011,160
A/Chongqing-Yuzhong/11653/2013,A/Stockholm/18/2011,160
A/Ankara/3804/2013,A/Stockholm/18/2011,320
A/Ankara/3851/2013,A/Stockholm/18/2011,320
A/Malatya/3854/2013,A/Stockholm/18/2011,320
A/Samsun/3860/2013,A/Stockholm/18/2011,320
A/Malatya/3872/2013,A/Stockholm/18/2011,160
A/Ankara/3879/2013,A/Stockholm/18/2011,160
A/Trabzon/3892/2013,A/Stockholm/18/2011,160
A/Ankara/1324/2013,A/Stockholm/18/2011,160
A/Pais Vasco/131532/2013,A/Stockholm/18/2011,320
A/Malatya/3946/2013,A/Stockholm/18/2011,320
A/Erzurum/4024/2014,A/Stockholm/18/2011,80
A/Ankara/4084/2013,A/Stockholm/18/2011,80
A/Diyarbakır/4107/2013,A/Stockholm/18/2011,320
A/Diyarbakır/4109/2013,A/Stockholm/18/2011,160
A/Malatya/4118/2013,A/Stockholm/18/2011,80
A/Ankara/4142/2013,A/Stockholm/18/2011,320
A/Yalova/4145/2013,A/Stockholm/18/2011,80
A/Samsun/4151/2013,A/Stockholm/18/2011,160
A/Malatya/4163/2013,A/Stockholm/18/2011,160
A/Adana/4168/2013,A/Stockholm/18/2011,320
A/Samsun/4191/2013,A/Stockholm/18/2011,160
A/Adana/4211/2013,A/Stockholm/18/2011,160
A/Diyarbakır/4212/2013,A/Stockholm/18/2011,80
A/Malatya/24/2014,A/Stockholm/18/2011,160
A/Samsun/17/2014,A/Stockholm/18/2011,80
A/Samsun/35/2014,A/Stockholm/18/2011,320
A/Trabzon/33/2014,A/Stockholm/18/2011,160
A/Perth/16/2009,A/Iowa/19/2010,320
A/Stockholm/18/2011,A/Iowa/19/2010,320
A/Iowa/19/2010,A/Iowa/19/2010,2560
A/Victoria/361/2011,A/Iowa/19/2010,160
A/Athens/112/2012,A/Iowa/19/2010,320
A/Texas/50/2012,A/Iowa/19/2010,1280
A/Samara/73/2013,A/Iowa/19/2010,320
A/Serbia/NS-210/2013,A/Iowa/19/2010,1280
A/Hong Kong/146/2013,A/Iowa/19/2010,2560
A/Almaty/2958/2013,A/Iowa/19/2010,2560
A/Tokyo/31512/2013,A/Iowa/19/2010,80
A/Fujian-Yanping/2707/2013,A/Iowa/19/2010,160
A/Jiangxi-Xunyang/1790/2013,A/Iowa/19/2010,80
A/Chongqing-Yuzhong/11653/2013,A/Iowa/19/2010,160
A/Ankara/3804/2013,A/Iowa/19/2010,320
A/Ankara/3851/2013,A/Iowa/19/2010,320
A/Malatya/3854/2013,A/Iowa/19/2010,320
A/Samsun/3860/2013,A/Iowa/19/2010,320
A/Malatya/3872/2013,A/Iowa/19/2010,40
A/Ankara/3879/2013,A/Iowa/19/2010,160
A/Trabzon/3892/2013,A/Iowa/19/2010,160
A/Ankara/1324/2013,A/Iowa/19/2010,160
A/Pais Vasco/131532/2013,A/Iowa/19/2010,320
A/Malatya/3946/2013,A/Iowa/19/2010,320
A/Erzurum/4024/2014,A/Iowa/19/2010,80
A/Ankara/4084/2013,A/Iowa/19/2010,80
A/Diyarbakır/4107/2013,A/Iowa/19/2010,160
A/Diyarbakır/4109/2013,A/Iowa/19/2010,160
A/Malatya/4118/2013,A/Iowa/19/2010,40
A/Ankara/4142/2013,A/Iowa/19/2010,160
A/Yalova/4145/2013,A/Iowa/19/2010,80
A/Samsun/4151/2013,A/Iowa/19/2010,80
A/Malatya/4163/2013,A/Iowa/19/2010,160
A/Adana/4168/2013,A/Iowa/19/2010,160
A/Samsun/4191/2013,A/Iowa/19/2010,80
A/Adana/4211/2013,A/Iowa/19/2010,160
A/Diyarbakır/4212/2013,A/Iowa/19/2010,80
A/Malatya/24/2014,A/Iowa/19/2010,80
A/Samsun/17/2014,A/Iowa/19/2010,80
A/Samsun/35/2014,A/Iowa/19/2010,160
A/Trabzon/33/2014,A/Iowa/19/2010,160
A/Perth/16/2009,A/Victoria/361/2011,320
A/Stockholm/18/2011,A/Victoria/361/2011,640
A/Iowa/19/2010,A/Victoria/361/2011,2560
A/Victoria/361/2011,A/Victoria/361/2011,320
A/Athens/112/2012,A/Victoria/361/2011,640
A/Texas/50/2012,A/Victoria/361/2011,1280
A/Samara/73/2013,A/Victoria/361/2011,640
A/Serbia/NS-210/2013,A/Victoria/361/2011,1280
A/Hong Kong/146/2013,A/Victoria/361/2011,1280
A/Almaty/2958/2013,A/Victoria/361/2011,1280
A/Tokyo/31512/2013,A/Victoria/361/2011,320
A/Fujian-Yanping/2707/2013,A/Victoria/361/2011,320
A/Jiangxi-Xunyang/1790/2013,A/Victoria/361/2011,160
A/Chongqing-Yuzhong/11653/2013,A/Victoria/361/2011,320
A/Ankara/3804/2013,A/Victoria/361/2011,640
A/Ankara/3851/2013,A/Victoria/361/2011,640
A/Malatya/3854/2013,A/Victoria/361/2011,640
A/Samsun/3860/2013,A/Victoria/361/2011,640
A/Malatya/3872/2013,A/Victoria/361/2011,160
A/Ankara/3879/2013,A/Victoria/361/2011,320
A/Trabzon/3892/2013,A/Victoria/361/2011,320
A/Ankara/1324/2013,A/Victoria/361/2011,320
A/Pais Vasco/131532/2013,A/Victoria/361/2011,640
A/Malatya/3946/2013,A/Victoria/361/2011,640
A/Erzurum/4024/2014,A/Victoria/361/2011,160
A/Ankara/4084/2013,A/Victoria/361/2011,160
A/Diyarbakır/4107/2013,A/Victoria/361/2011,640
A/Diyarbakır/4109/2013,A/Victoria/361/2011,320
A/Malatya/4118/2013,A/Victoria/361/2011,160
A/Ankara/4142/2013,A/Victoria/361/2011,640
A/Yalova/4145/2013,A/Victoria/361/2011,160
A/Samsun/4151/2013,A/Victoria/361/2011,160
A/Malatya/4163/2013,A/Victoria/361/2011,320
A/Adana/4168/2013,A/Victoria/361/2011,320
A/Samsun/4191/2013,A/Victoria/361/2011,160
A/Adana/4211/2013,A/Victoria/361/2011,320
A/Diyarbakır/4212/2013,A/Victoria/361/2011,160
A/Malatya/24/2014,A/Victoria/361/2011,320
A/Samsun/17/2014,A/Victoria/361/2011,160
A/Samsun/35/2014,A/Victoria/361/2011,320
A/Trabzon/33/2014,A/Victoria/361/2011,320
A/Perth/16/2009,A/Athens/112/2012,640
A/Stockholm/18/2011,A/Athens/112/2012,640
A/Iowa/19/2010,A/Athens/112/2012,2560
A/Victoria/361/2011,A/Athens/112/2012,640
A/Athens/112/2012,A/Athens/112/2012,1280
A/Texas/50/2012,A/Athens/112/2012,2560
A/Samara/73/2013,A/Athens/112/2012,1280
A/Serbia/NS-210/2013,A/Athens/112/2012,1280
A/Hong Kong/146/2013,A/Athens/112/2012,2560
A/Almaty/2958/2013,A/Athens/112/2012,2560
A/Tokyo/31512/2013,A/Athens/112/2012,640
A/Fujian-Yanping/2707/2013,A/Athens/112/2012,320
A/Jiangxi-Xunyang/1790/2013,A/Athens/112/2012,320
A/Chongqing-Yuzhong/11653/2013,A/Athens/112/2012,640
A/Ankara/3804/2013,A/Athens/112/2012,1280
A/Ankara/3851/2013,A/Athens/112/2012,640
A/Malatya/3854/2013,A/Athens/112/2012,1280
A/Samsun/3860/2013,A/Athens/112/2012,1280
A/Malatya/3872/2013,A/Athens/112/2012,320
A/Ankara/3879/2013,A/Athens/112/2012,640
A/Trabzon/3892/2013,A/Athens/112/2012,640
A/Ankara/1324/2013,A/Athens/112/2012,1280
A/Pais Vasco/131532/2013,A/Athens/112/2012,1280
A/Malatya/3946/2013,A/Athens/112/2012,1280
A/Erzurum/4024/2014,A/Athens/112/2012,640
A/Ankara/4084/2013,A/Athens/112/2012,320
A/Diyarbakır/4107/2013,A/Athens/112/2012,640
A/Diyarbakır/4109/2013,A/Athens/112/2012,640
A/Malatya/4118/2013,A/Athens/112/2012,320
